"date","game_type","away_team","away_score","home_team","home_score","overtime","neutral_site","score_diff","outcome"
2024-11-09,"ECAC","Dartmouth",NA,"Princeton",NA,FALSE,FALSE,NA,NA
2024-11-10,"Hockey East","Maine",NA,"Boston College",NA,FALSE,FALSE,NA,NA
2024-11-10,"Atlantic Hockey","Canisius",NA,"Air Force",NA,FALSE,FALSE,NA,NA
2024-11-12,"Non-Conference","Merrimack",NA,"Stonehill",NA,FALSE,FALSE,NA,NA
2024-11-14,"Non-Conference","Bemidji State",NA,"Minnesota",NA,FALSE,FALSE,NA,NA
2024-11-14,"Hockey East","Providence",NA,"Massachusetts",NA,FALSE,FALSE,NA,NA
2024-11-15,"NCHC","Omaha",NA,"Arizona State",NA,FALSE,FALSE,NA,NA
2024-11-15,"NCHC","Colorado College",NA,"Western Michigan",NA,FALSE,FALSE,NA,NA
2024-11-15,"NCHC","Minnesota-Duluth",NA,"Miami",NA,FALSE,FALSE,NA,NA
2024-11-15,"NCHC","Denver",NA,"North Dakota",NA,FALSE,FALSE,NA,NA
2024-11-15,"Big Ten","Wisconsin",NA,"Penn State",NA,FALSE,FALSE,NA,NA
2024-11-15,"Big Ten","Notre Dame",NA,"Michigan State",NA,FALSE,FALSE,NA,NA
2024-11-15,"Atlantic Hockey","American Int'l",NA,"Bentley",NA,FALSE,FALSE,NA,NA
2024-11-15,"Atlantic Hockey","Robert Morris",NA,"Sacred Heart",NA,FALSE,FALSE,NA,NA
2024-11-15,"Atlantic Hockey","Holy Cross",NA,"Niagara",NA,FALSE,FALSE,NA,NA
2024-11-15,"Atlantic Hockey","Army",NA,"RIT",NA,FALSE,FALSE,NA,NA
2024-11-15,"Atlantic Hockey","Mercyhurst",NA,"Air Force",NA,FALSE,FALSE,NA,NA
2024-11-15,"ECAC","Colgate",NA,"Harvard",NA,FALSE,FALSE,NA,NA
2024-11-15,"ECAC","Princeton",NA,"Yale",NA,FALSE,FALSE,NA,NA
2024-11-15,"ECAC","Clarkson",NA,"Rensselaer",NA,FALSE,FALSE,NA,NA
2024-11-15,"ECAC","St. Lawrence",NA,"Union",NA,FALSE,FALSE,NA,NA
2024-11-15,"ECAC","Cornell",NA,"Dartmouth",NA,FALSE,FALSE,NA,NA
2024-11-15,"ECAC","Quinnipiac",NA,"Brown",NA,FALSE,FALSE,NA,NA
2024-11-15,"Hockey East","Boston University",NA,"Maine",NA,FALSE,FALSE,NA,NA
2024-11-15,"Hockey East","Boston College",NA,"Connecticut",NA,FALSE,FALSE,NA,NA
2024-11-15,"Hockey East","Mass.-Lowell",NA,"Vermont",NA,FALSE,FALSE,NA,NA
2024-11-15,"Hockey East","Northeastern",NA,"New Hampshire",NA,FALSE,FALSE,NA,NA
2024-11-15,"Non-Conference","Long Island",NA,"Stonehill",NA,FALSE,FALSE,NA,NA
2024-11-15,"Non-Conference","Alaska",NA,"Alaska-Anchorage",NA,FALSE,FALSE,NA,NA
2024-11-15,"Non-Conference","Ohio State",NA,"Lindenwood",NA,FALSE,FALSE,NA,NA
2024-11-15,"CCHA","Bowling Green",NA,"St. Thomas",NA,FALSE,FALSE,NA,NA
2024-11-15,"CCHA","Ferris State",NA,"Lake Superior",NA,FALSE,FALSE,NA,NA
2024-11-15,"CCHA","Northern Michigan",NA,"Minnesota State",NA,FALSE,FALSE,NA,NA
2024-11-16,"ECAC","Quinnipiac",NA,"Yale",NA,FALSE,FALSE,NA,NA
2024-11-16,"ECAC","Clarkson",NA,"Union",NA,FALSE,FALSE,NA,NA
2024-11-16,"ECAC","Colgate",NA,"Dartmouth",NA,FALSE,FALSE,NA,NA
2024-11-16,"ECAC","Princeton",NA,"Brown",NA,FALSE,FALSE,NA,NA
2024-11-16,"ECAC","St. Lawrence",NA,"Rensselaer",NA,FALSE,FALSE,NA,NA
2024-11-16,"ECAC","Cornell",NA,"Harvard",NA,FALSE,FALSE,NA,NA
2024-11-16,"Hockey East","Massachusetts",NA,"Providence",NA,FALSE,FALSE,NA,NA
2024-11-16,"Hockey East","Mass.-Lowell",NA,"Vermont",NA,FALSE,FALSE,NA,NA
2024-11-16,"Hockey East","New Hampshire",NA,"Northeastern",NA,FALSE,FALSE,NA,NA
2024-11-16,"Hockey East","Boston University",NA,"Maine",NA,FALSE,FALSE,NA,NA
2024-11-16,"NCHC","Omaha",NA,"Arizona State",NA,FALSE,FALSE,NA,NA
2024-11-16,"NCHC","Colorado College",NA,"Western Michigan",NA,FALSE,FALSE,NA,NA
2024-11-16,"NCHC","Denver",NA,"North Dakota",NA,FALSE,FALSE,NA,NA
2024-11-16,"NCHC","Minnesota-Duluth",NA,"Miami",NA,FALSE,FALSE,NA,NA
2024-11-16,"Big Ten","Wisconsin",NA,"Penn State",NA,FALSE,FALSE,NA,NA
2024-11-16,"Big Ten","Notre Dame",NA,"Michigan State",NA,FALSE,FALSE,NA,NA
2024-11-16,"Non-Conference","Ohio State",NA,"Lindenwood",NA,FALSE,FALSE,NA,NA
2024-11-16,"Non-Conference","Long Island",NA,"Stonehill",NA,FALSE,FALSE,NA,NA
2024-11-16,"Non-Conference","Alaska",NA,"Alaska-Anchorage",NA,FALSE,FALSE,NA,NA
2024-11-16,"Non-Conference","Minnesota",NA,"Bemidji State",NA,FALSE,FALSE,NA,NA
2024-11-16,"Atlantic Hockey","Robert Morris",NA,"Sacred Heart",NA,FALSE,FALSE,NA,NA
2024-11-16,"Atlantic Hockey","Holy Cross",NA,"Niagara",NA,FALSE,FALSE,NA,NA
2024-11-16,"Atlantic Hockey","American Int'l",NA,"Bentley",NA,FALSE,FALSE,NA,NA
2024-11-16,"Atlantic Hockey","Army",NA,"RIT",NA,FALSE,FALSE,NA,NA
2024-11-16,"Atlantic Hockey","Mercyhurst",NA,"Air Force",NA,FALSE,FALSE,NA,NA
2024-11-16,"CCHA","Ferris State",NA,"Lake Superior",NA,FALSE,TRUE,NA,NA
2024-11-16,"CCHA","Northern Michigan",NA,"Minnesota State",NA,FALSE,FALSE,NA,NA
2024-11-16,"CCHA","Bowling Green",NA,"St. Thomas",NA,FALSE,FALSE,NA,NA
2024-11-19,"Hockey East","Boston College",NA,"Providence",NA,FALSE,FALSE,NA,NA
2024-11-19,"Non-Conference","Stonehill",NA,"American Int'l",NA,FALSE,FALSE,NA,NA
2024-11-22,"Big Ten","Michigan",NA,"Penn State",NA,FALSE,FALSE,NA,NA
2024-11-22,"Big Ten","Minnesota",NA,"Notre Dame",NA,FALSE,FALSE,NA,NA
2024-11-22,"Atlantic Hockey","Air Force",NA,"Bentley",NA,FALSE,FALSE,NA,NA
2024-11-22,"Atlantic Hockey","Holy Cross",NA,"Army",NA,FALSE,FALSE,NA,NA
2024-11-22,"Atlantic Hockey","Canisius",NA,"Mercyhurst",NA,FALSE,FALSE,NA,NA
2024-11-22,"Atlantic Hockey","RIT",NA,"Sacred Heart",NA,FALSE,FALSE,NA,NA
2024-11-22,"ECAC","Quinnipiac",NA,"Cornell",NA,FALSE,FALSE,NA,NA
2024-11-22,"ECAC","Yale",NA,"St. Lawrence",NA,FALSE,FALSE,NA,NA
2024-11-22,"ECAC","Princeton",NA,"Colgate",NA,FALSE,FALSE,NA,NA
2024-11-22,"ECAC","Brown",NA,"Clarkson",NA,FALSE,FALSE,NA,NA
2024-11-22,"Hockey East","Merrimack",NA,"Boston University",NA,FALSE,FALSE,NA,NA
2024-11-22,"Hockey East","Northeastern",NA,"Boston College",NA,FALSE,FALSE,NA,NA
2024-11-22,"Hockey East","Maine",NA,"New Hampshire",NA,FALSE,FALSE,NA,NA
2024-11-22,"Hockey East","Connecticut",NA,"Mass.-Lowell",NA,FALSE,FALSE,NA,NA
2024-11-22,"NCHC","Western Michigan",NA,"Minnesota-Duluth",NA,FALSE,FALSE,NA,NA
2024-11-22,"NCHC","St. Cloud State",NA,"Colorado College",NA,FALSE,FALSE,NA,NA
2024-11-22,"NCHC","Arizona State",NA,"Denver",NA,FALSE,FALSE,NA,NA
2024-11-22,"NCHC","Miami",NA,"Omaha",NA,FALSE,FALSE,NA,NA
2024-11-22,"Non-Conference","Harvard",NA,"Massachusetts",NA,FALSE,FALSE,NA,NA
2024-11-22,"Non-Conference","Robert Morris",NA,"North Dakota",NA,FALSE,FALSE,NA,NA
2024-11-22,"Non-Conference","Stonehill",NA,"Lindenwood",NA,FALSE,FALSE,NA,NA
2024-11-22,"CCHA","Minnesota State",NA,"Michigan Tech",NA,FALSE,FALSE,NA,NA
2024-11-22,"CCHA","St. Thomas",NA,"Bemidji State",NA,FALSE,FALSE,NA,NA
2024-11-22,"CCHA","Augustana",NA,"Ferris State",NA,FALSE,FALSE,NA,NA
2024-11-23,"Big Ten","Michigan",NA,"Penn State",NA,FALSE,FALSE,NA,NA
2024-11-23,"Big Ten","Minnesota",NA,"Notre Dame",NA,FALSE,FALSE,NA,NA
2024-11-23,"Non-Conference","Long Island",NA,"Providence",NA,FALSE,FALSE,NA,NA
2024-11-23,"Non-Conference","Stonehill",NA,"Lindenwood",NA,FALSE,FALSE,NA,NA
2024-11-23,"Non-Conference","Robert Morris",NA,"North Dakota",NA,FALSE,FALSE,NA,NA
2024-11-23,"Non-Conference","Lake Superior",NA,"Alaska-Anchorage",NA,FALSE,FALSE,NA,NA
2024-11-23,"Atlantic Hockey","Air Force",NA,"Bentley",NA,FALSE,FALSE,NA,NA
2024-11-23,"Atlantic Hockey","Canisius",NA,"Mercyhurst",NA,FALSE,FALSE,NA,NA
2024-11-23,"Atlantic Hockey","Niagara",NA,"American Int'l",NA,FALSE,FALSE,NA,NA
2024-11-23,"Atlantic Hockey","RIT",NA,"Sacred Heart",NA,FALSE,FALSE,NA,NA
2024-11-23,"ECAC","Yale",NA,"Clarkson",NA,FALSE,FALSE,NA,NA
2024-11-23,"ECAC","Princeton",NA,"Cornell",NA,FALSE,FALSE,NA,NA
2024-11-23,"ECAC","Brown",NA,"St. Lawrence",NA,FALSE,FALSE,NA,NA
2024-11-23,"ECAC","Quinnipiac",NA,"Colgate",NA,FALSE,FALSE,NA,NA
2024-11-23,"NCHC","Western Michigan",NA,"Minnesota-Duluth",NA,FALSE,FALSE,NA,NA
2024-11-23,"NCHC","Arizona State",NA,"Denver",NA,FALSE,FALSE,NA,NA
2024-11-23,"NCHC","St. Cloud State",NA,"Colorado College",NA,FALSE,FALSE,NA,NA
2024-11-23,"NCHC","Miami",NA,"Omaha",NA,FALSE,FALSE,NA,NA
2024-11-23,"Hockey East","Connecticut",NA,"Mass.-Lowell",NA,FALSE,FALSE,NA,NA
2024-11-23,"Hockey East","Boston College",NA,"Northeastern",NA,FALSE,FALSE,NA,NA
2024-11-23,"CCHA","St. Thomas",NA,"Bemidji State",NA,FALSE,FALSE,NA,NA
2024-11-23,"CCHA","Minnesota State",NA,"Michigan Tech",NA,FALSE,FALSE,NA,NA
2024-11-23,"CCHA","Augustana",NA,"Ferris State",NA,FALSE,FALSE,NA,NA
2024-11-24,"Atlantic Hockey","Niagara",NA,"American Int'l",NA,FALSE,FALSE,NA,NA
2024-11-24,"Hockey East","Vermont",NA,"Massachusetts",NA,FALSE,FALSE,NA,NA
2024-11-24,"Non-Conference","Lake Superior",NA,"Alaska-Anchorage",NA,FALSE,FALSE,NA,NA
2024-11-26,"Non-Conference","Army",NA,"Stonehill",NA,FALSE,FALSE,NA,NA
2024-11-26,"Non-Conference","Colgate",NA,"Penn State",NA,FALSE,FALSE,NA,NA
2024-11-27,"Non-Conference","Colgate",NA,"Penn State",NA,FALSE,FALSE,NA,NA
2024-11-29,"Non-Conference","Alaska",NA,"Minnesota",NA,FALSE,FALSE,NA,NA
2024-11-29,"Non-Conference","Army",NA,"Massachusetts",NA,FALSE,FALSE,NA,NA
2024-11-29,"Non-Conference","Alaska-Anchorage",NA,"Wisconsin",NA,FALSE,FALSE,NA,NA
2024-11-29,"Non-Conference","Dartmouth",NA,"Boston College",NA,FALSE,FALSE,NA,NA
2024-11-29,"Non-Conference","Ohio State",NA,"Princeton",NA,FALSE,FALSE,NA,NA
2024-11-29,"Non-Conference","Michigan",NA,"Western Michigan",NA,FALSE,FALSE,NA,NA
2024-11-29,"Non-Conference","Union",NA,"Niagara",NA,FALSE,FALSE,NA,NA
2024-11-29,"Non-Conference","RIT",NA,"New Hampshire",NA,FALSE,FALSE,NA,NA
2024-11-29,"Non-Conference","Air Force",NA,"Brown",NA,FALSE,FALSE,NA,NA
2024-11-29,"Non-Conference","Lindenwood",NA,"Michigan State",NA,FALSE,FALSE,NA,NA
2024-11-29,"Non-Conference","North Dakota",NA,"Bemidji State",NA,FALSE,FALSE,NA,NA
2024-11-29,"Non-Conference","Yale",NA,"Long Island",NA,FALSE,FALSE,NA,NA
2024-11-29,"Non-Conference","Merrimack",NA,"Boston University",NA,FALSE,TRUE,NA,NA
2024-11-29,"Non-Conference","Harvard",NA,"Notre Dame",NA,FALSE,TRUE,NA,NA
2024-11-29,"Non-Conference","St. Lawrence",NA,"Mass.-Lowell",NA,FALSE,TRUE,NA,NA
2024-11-29,"Non-Conference","Clarkson",NA,"Providence",NA,FALSE,TRUE,NA,NA
2024-11-29,"Atlantic Hockey","American Int'l",NA,"Robert Morris",NA,FALSE,FALSE,NA,NA
2024-11-29,"Atlantic Hockey","Sacred Heart",NA,"Holy Cross",NA,FALSE,FALSE,NA,NA
2024-11-29,"CCHA","Lake Superior",NA,"St. Thomas",NA,FALSE,FALSE,NA,NA
2024-11-29,"CCHA","Michigan Tech",NA,"Bowling Green",NA,FALSE,FALSE,NA,NA
2024-11-29,"CCHA","Northern Michigan",NA,"Augustana",NA,FALSE,FALSE,NA,NA
2024-11-30,"CCHA","Notre Dame/Harvard",NA,"Boston University",NA,FALSE,FALSE,NA,NA
2024-11-30,"CCHA","Merrimack/BU",NA,"Notre Dame",NA,FALSE,TRUE,NA,NA
2024-11-30,"CCHA","Harvard",NA,"BU/Merrimack",NA,FALSE,TRUE,NA,NA
2024-11-30,"Non-Conference","Alaska",NA,"Minnesota",NA,FALSE,FALSE,NA,NA
2024-11-30,"Non-Conference","Maine",NA,"Rensselaer",NA,FALSE,FALSE,NA,NA
2024-11-30,"Non-Conference","Ohio State",NA,"Princeton",NA,FALSE,FALSE,NA,NA
2024-11-30,"Non-Conference","Air Force",NA,"Brown",NA,FALSE,FALSE,NA,NA
2024-11-30,"Non-Conference","RIT",NA,"New Hampshire",NA,FALSE,FALSE,NA,NA
2024-11-30,"Non-Conference","Bemidji State",NA,"North Dakota",NA,FALSE,FALSE,NA,NA
2024-11-30,"Non-Conference","Alaska-Anchorage",NA,"Wisconsin",NA,FALSE,FALSE,NA,NA
2024-11-30,"Non-Conference","Union",NA,"Niagara",NA,FALSE,FALSE,NA,NA
2024-11-30,"Non-Conference","Western Michigan",NA,"Michigan",NA,FALSE,FALSE,NA,NA
2024-11-30,"Non-Conference","Yale",NA,"Long Island",NA,FALSE,FALSE,NA,NA
2024-11-30,"Non-Conference","Quinnipiac",NA,"Cornell",NA,FALSE,TRUE,NA,NA
2024-11-30,"Non-Conference","Providence",NA,"St. Lawrence",NA,FALSE,TRUE,NA,NA
2024-11-30,"Non-Conference","Clarkson",NA,"Mass.-Lowell",NA,FALSE,TRUE,NA,NA
2024-11-30,"Atlantic Hockey","American Int'l",NA,"Robert Morris",NA,FALSE,FALSE,NA,NA
2024-11-30,"Atlantic Hockey","Sacred Heart",NA,"Holy Cross",NA,FALSE,FALSE,NA,NA
2024-11-30,"CCHA","Northern Michigan",NA,"Augustana",NA,FALSE,FALSE,NA,NA
2024-11-30,"CCHA","Lake Superior",NA,"St. Thomas",NA,FALSE,FALSE,NA,NA
2024-11-30,"CCHA","Michigan Tech",NA,"Bowling Green",NA,FALSE,FALSE,NA,NA
2024-12-01,"Non-Conference","Bentley",NA,"Northeastern",NA,FALSE,FALSE,NA,NA
2024-12-01,"Non-Conference","Maine",NA,"Rensselaer",NA,FALSE,FALSE,NA,NA
2024-12-01,"Non-Conference","Dartmouth",NA,"Vermont",NA,FALSE,FALSE,NA,NA
2024-12-01,"Non-Conference","Lindenwood",NA,"Michigan State",NA,FALSE,FALSE,NA,NA
2024-12-03,"Atlantic Hockey","Army",NA,"Sacred Heart",NA,FALSE,FALSE,NA,NA
2024-12-03,"Atlantic Hockey","Canisius",NA,"RIT",NA,FALSE,FALSE,NA,NA
2024-12-04,"Hockey East","Connecticut",NA,"Boston College",NA,FALSE,FALSE,NA,NA
2024-12-04,"Non-Conference","Alaska-Anchorage",NA,"Stonehill",NA,FALSE,FALSE,NA,NA
2024-12-06,"Big Ten","Michigan",NA,"Minnesota",NA,FALSE,FALSE,NA,NA
2024-12-06,"Big Ten","Michigan State",NA,"Wisconsin",NA,FALSE,FALSE,NA,NA
2024-12-06,"Big Ten","Penn State",NA,"Ohio State",NA,FALSE,FALSE,NA,NA
2024-12-06,"Atlantic Hockey","Holy Cross",NA,"American Int'l",NA,FALSE,FALSE,NA,NA
2024-12-06,"Atlantic Hockey","Sacred Heart",NA,"Canisius",NA,FALSE,FALSE,NA,NA
2024-12-06,"Atlantic Hockey","Bentley",NA,"Mercyhurst",NA,FALSE,FALSE,NA,NA
2024-12-06,"Atlantic Hockey","Robert Morris",NA,"RIT",NA,FALSE,FALSE,NA,NA
2024-12-06,"Atlantic Hockey","Niagara",NA,"Air Force",NA,FALSE,FALSE,NA,NA
2024-12-06,"NCHC","Minnesota-Duluth",NA,"Arizona State",NA,FALSE,FALSE,NA,NA
2024-12-06,"NCHC","Denver",NA,"Western Michigan",NA,FALSE,FALSE,NA,NA
2024-12-06,"NCHC","North Dakota",NA,"Miami",NA,FALSE,FALSE,NA,NA
2024-12-06,"NCHC","Omaha",NA,"St. Cloud State",NA,FALSE,FALSE,NA,NA
2024-12-06,"ECAC","Colgate",NA,"Cornell",NA,FALSE,FALSE,NA,NA
2024-12-06,"ECAC","Rensselaer",NA,"Quinnipiac",NA,FALSE,FALSE,NA,NA
2024-12-06,"ECAC","Union",NA,"Princeton",NA,FALSE,FALSE,NA,NA
2024-12-06,"ECAC","St. Lawrence",NA,"Dartmouth",NA,FALSE,FALSE,NA,NA
2024-12-06,"ECAC","Clarkson",NA,"Harvard",NA,FALSE,FALSE,NA,NA
2024-12-06,"Hockey East","New Hampshire",NA,"Northeastern",NA,FALSE,FALSE,NA,NA
2024-12-06,"Hockey East","Boston College",NA,"Mass.-Lowell",NA,FALSE,FALSE,NA,NA
2024-12-06,"Non-Conference","Colorado College",NA,"Providence",NA,FALSE,FALSE,NA,NA
2024-12-06,"Non-Conference","Alaska-Anchorage",NA,"Merrimack",NA,FALSE,FALSE,NA,NA
2024-12-06,"Non-Conference","Long Island",NA,"Vermont",NA,FALSE,FALSE,NA,NA
2024-12-06,"Non-Conference","Augustana",NA,"Alaska",NA,FALSE,FALSE,NA,NA
2024-12-06,"CCHA","Ferris State",NA,"Northern Michigan",NA,FALSE,FALSE,NA,NA
2024-12-06,"CCHA","Bemidji State",NA,"Lake Superior",NA,FALSE,FALSE,NA,NA
2024-12-06,"CCHA","Bowling Green",NA,"Minnesota State",NA,FALSE,FALSE,NA,NA
2024-12-06,"CCHA","St. Thomas",NA,"Michigan Tech",NA,FALSE,FALSE,NA,NA
2024-12-07,"Big Ten","Michigan State",NA,"Wisconsin",NA,FALSE,FALSE,NA,NA
2024-12-07,"Big Ten","Penn State",NA,"Ohio State",NA,FALSE,FALSE,NA,NA
2024-12-07,"Big Ten","Michigan",NA,"Minnesota",NA,FALSE,FALSE,NA,NA
2024-12-07,"Non-Conference","Colorado College",NA,"Providence",NA,FALSE,FALSE,NA,NA
2024-12-07,"Non-Conference","Long Island",NA,"Vermont",NA,FALSE,FALSE,NA,NA
2024-12-07,"Non-Conference","Stonehill",NA,"Maine",NA,FALSE,FALSE,NA,NA
2024-12-07,"Non-Conference","Brown",NA,"Northeastern",NA,FALSE,FALSE,NA,NA
2024-12-07,"Non-Conference","Alaska-Anchorage",NA,"Merrimack",NA,FALSE,FALSE,NA,NA
2024-12-07,"Non-Conference","Augustana",NA,"Alaska",NA,FALSE,FALSE,NA,NA
2024-12-07,"Atlantic Hockey","Holy Cross",NA,"American Int'l",NA,FALSE,FALSE,NA,NA
2024-12-07,"Atlantic Hockey","Sacred Heart",NA,"Canisius",NA,FALSE,FALSE,NA,NA
2024-12-07,"Atlantic Hockey","Bentley",NA,"Mercyhurst",NA,FALSE,FALSE,NA,NA
2024-12-07,"Atlantic Hockey","Robert Morris",NA,"RIT",NA,FALSE,FALSE,NA,NA
2024-12-07,"Atlantic Hockey","Niagara",NA,"Air Force",NA,FALSE,FALSE,NA,NA
2024-12-07,"ECAC","Union",NA,"Quinnipiac",NA,FALSE,FALSE,NA,NA
2024-12-07,"ECAC","St. Lawrence",NA,"Harvard",NA,FALSE,FALSE,NA,NA
2024-12-07,"ECAC","Cornell",NA,"Colgate",NA,FALSE,FALSE,NA,NA
2024-12-07,"ECAC","Rensselaer",NA,"Princeton",NA,FALSE,FALSE,NA,NA
2024-12-07,"ECAC","Clarkson",NA,"Dartmouth",NA,FALSE,FALSE,NA,NA
2024-12-07,"NCHC","Minnesota-Duluth",NA,"Arizona State",NA,FALSE,FALSE,NA,NA
2024-12-07,"NCHC","Denver",NA,"Western Michigan",NA,FALSE,FALSE,NA,NA
2024-12-07,"NCHC","Omaha",NA,"St. Cloud State",NA,FALSE,FALSE,NA,NA
2024-12-07,"NCHC","North Dakota",NA,"Miami",NA,FALSE,FALSE,NA,NA
2024-12-07,"Hockey East","Massachusetts",NA,"Boston University",NA,FALSE,FALSE,NA,NA
2024-12-07,"CCHA","Bowling Green",NA,"Minnesota State",NA,FALSE,FALSE,NA,NA
2024-12-07,"CCHA","Ferris State",NA,"Northern Michigan",NA,FALSE,FALSE,NA,NA
2024-12-07,"CCHA","Bemidji State",NA,"Lake Superior",NA,FALSE,FALSE,NA,NA
2024-12-07,"CCHA","St. Thomas",NA,"Michigan Tech",NA,FALSE,FALSE,NA,NA
2024-12-08,"Non-Conference","Stonehill",NA,"Maine",NA,FALSE,FALSE,NA,NA
2024-12-09,"Hockey East","Mass.-Lowell",NA,"Boston College",NA,FALSE,FALSE,NA,NA
2024-12-11,"Hockey East","Boston University",NA,"Massachusetts",NA,FALSE,FALSE,NA,NA
2024-12-12,"Non-Conference","Augustana",NA,"Alaska-Anchorage",NA,FALSE,FALSE,NA,NA
2024-12-12,"Non-Conference","Penn State",NA,"Army",NA,FALSE,TRUE,NA,NA
2024-12-13,"Big Ten","Wisconsin",NA,"Michigan",NA,FALSE,FALSE,NA,NA
2024-12-13,"Big Ten","Notre Dame",NA,"Ohio State",NA,FALSE,FALSE,NA,NA
2024-12-13,"Big Ten","Michigan State",NA,"Minnesota",NA,FALSE,FALSE,NA,NA
2024-12-13,"Non-Conference","Augustana",NA,"Alaska-Anchorage",NA,FALSE,FALSE,NA,NA
2024-12-13,"Non-Conference","Vermont",NA,"Union",NA,FALSE,FALSE,NA,NA
2024-12-13,"Non-Conference","New Hampshire",NA,"Dartmouth",NA,FALSE,FALSE,NA,NA
2024-12-13,"Non-Conference","Lindenwood",NA,"Omaha",NA,FALSE,FALSE,NA,NA
2024-12-13,"Non-Conference","Stonehill",NA,"Long Island",NA,FALSE,FALSE,NA,NA
2024-12-13,"NCHC","Denver",NA,"Colorado College",NA,FALSE,FALSE,NA,NA
2024-12-13,"NCHC","St. Cloud State",NA,"North Dakota",NA,FALSE,FALSE,NA,NA
2024-12-13,"CCHA","Northern Michigan",NA,"Bowling Green",NA,FALSE,FALSE,NA,NA
2024-12-13,"CCHA","Michigan Tech",NA,"Bemidji State",NA,FALSE,FALSE,NA,NA
2024-12-13,"CCHA","Lake Superior",NA,"Minnesota State",NA,FALSE,FALSE,NA,NA
2024-12-14,"Big Ten","Wisconsin",NA,"Michigan",NA,FALSE,FALSE,NA,NA
2024-12-14,"Big Ten","Notre Dame",NA,"Ohio State",NA,FALSE,FALSE,NA,NA
2024-12-14,"Big Ten","Michigan State",NA,"Minnesota",NA,FALSE,FALSE,NA,NA
2024-12-14,"Atlantic Hockey","Robert Morris",NA,"Canisius",NA,FALSE,FALSE,NA,NA
2024-12-14,"Non-Conference","Vermont",NA,"Union",NA,FALSE,FALSE,NA,NA
2024-12-14,"Non-Conference","Rensselaer",NA,"Mercyhurst",NA,FALSE,FALSE,NA,NA
2024-12-14,"Non-Conference","Lindenwood",NA,"Omaha",NA,FALSE,FALSE,NA,NA
2024-12-14,"Non-Conference","Stonehill",NA,"Long Island",NA,FALSE,FALSE,NA,NA
2024-12-14,"Hockey East","Northeastern",NA,"Merrimack",NA,FALSE,FALSE,NA,NA
2024-12-14,"CCHA","Michigan Tech",NA,"Bemidji State",NA,FALSE,FALSE,NA,NA
2024-12-14,"CCHA","Lake Superior",NA,"Minnesota State",NA,FALSE,FALSE,NA,NA
2024-12-14,"CCHA","Northern Michigan",NA,"Bowling Green",NA,FALSE,FALSE,NA,NA
2024-12-14,"NCHC","St. Cloud State",NA,"North Dakota",NA,FALSE,FALSE,NA,NA
2024-12-14,"NCHC","Colorado College",NA,"Denver",NA,FALSE,FALSE,NA,NA
2024-12-15,"Atlantic Hockey","Robert Morris",NA,"Canisius",NA,FALSE,FALSE,NA,NA
2024-12-15,"Non-Conference","Rensselaer",NA,"Mercyhurst",NA,FALSE,FALSE,NA,NA
2024-12-27,"Non-Conference","TBD",NA,"TBD",NA,FALSE,TRUE,NA,NA
2024-12-28,"Non-Conference","Northeastern",NA,"Providence",NA,FALSE,TRUE,NA,NA
2024-12-28,"Atlantic Hockey","Sacred Heart",NA,"American Int'l",NA,FALSE,FALSE,NA,NA
2024-12-28,"Atlantic Hockey","Connecticut",NA,"Alaska",NA,FALSE,TRUE,NA,NA
2024-12-28,"Atlantic Hockey","Ferris State",NA,"Wisconsin",NA,FALSE,TRUE,NA,NA
2024-12-28,"Non-Conference","New Hampshire",NA,"Rensselaer",NA,FALSE,FALSE,NA,NA
2024-12-28,"Non-Conference","Princeton",NA,"Army",NA,FALSE,FALSE,NA,NA
2024-12-28,"Non-Conference","Alaska-Anchorage",NA,"Dartmouth",NA,FALSE,FALSE,NA,NA
2024-12-29,"Non-Conference","Ferris State",NA,"Connecticut/UAF",NA,FALSE,TRUE,NA,NA
2024-12-29,"Non-Conference","TBD",NA,"Connecticut",NA,FALSE,TRUE,NA,NA
2024-12-29,"Non-Conference","TBD",NA,"TBD",NA,FALSE,TRUE,NA,NA
2024-12-29,"Non-Conference","Connecticut/UAF",NA,"Wisconsin",NA,FALSE,TRUE,NA,NA
2024-12-29,"Non-Conference","TBD",NA,"Dartmouth",NA,FALSE,TRUE,NA,NA
2024-12-29,"Non-Conference","TBD",NA,"Providence",NA,FALSE,TRUE,NA,NA
2024-12-29,"Non-Conference","Long Island",NA,"Brown",NA,FALSE,FALSE,NA,NA
2024-12-29,"Non-Conference","RIT",NA,"Bowling Green",NA,FALSE,FALSE,NA,NA
2024-12-29,"Non-Conference","St. Thomas",NA,"St. Cloud State",NA,FALSE,FALSE,NA,NA
2024-12-29,"Non-Conference","Boston University",NA,"Yale",NA,FALSE,FALSE,NA,NA
2024-12-29,"Non-Conference","Bentley",NA,"Maine",NA,FALSE,FALSE,NA,NA
2024-12-29,"Non-Conference","American Int'l",NA,"Quinnipiac",NA,FALSE,FALSE,NA,NA
2024-12-29,"Non-Conference","Vermont",NA,"Army",NA,FALSE,FALSE,NA,NA
2024-12-29,"Non-Conference","Michigan Tech",NA,"Western Michigan",NA,FALSE,TRUE,NA,NA
2024-12-29,"Non-Conference","Michigan State",NA,"Northern Michigan",NA,FALSE,TRUE,NA,NA
2024-12-30,"Non-Conference","MTU/WMU",NA,"Northern Michigan",NA,FALSE,TRUE,NA,NA
